run_accession sra_ftp
ERR1307231 E3.48.3397.fastq
ERR1307232 E3.48.3398.fastq
ERR1307233 E3.48.3399.fastq
ERR1307234 E3.48.3400.fastq
ERR1307235 E3.48.3401.fastq
ERR1307236 E3.48.3402.fastq
ERR1307237 E3.49.3403.fastq
ERR1307238 E3.49.3405.fastq
ERR1307239 E3.49.3406.fastq
ERR1307240 E3.49.3407.fastq
ERR1307241 E3.49.3408.fastq
ERR1307242 E3.49.3409.fastq
ERR1307243 E3.49.3410.fastq
ERR1307244 E3.49.3411.fastq
ERR1307245 E3.50.3412.fastq
ERR1307246 E3.50.3413.fastq
ERR1307247 E3.50.3414.fastq
ERR1307248 E3.50.3415.fastq
ERR1307249 E3.50.3416.fastq
ERR1307250 E3.50.3417.fastq
ERR1307251 E3.51.3420.fastq
ERR1307252 E3.51.3421.fastq
ERR1307253 E3.51.3422.fastq
ERR1307254 E3.51.3423.fastq
ERR1307255 E3.51.3425.fastq
ERR1307256 E3.51.3426.fastq
ERR1307257 E3.52.3428.fastq
ERR1307258 E3.52.3429.fastq
ERR1307259 E3.52.3430.fastq
ERR1307260 E3.52.3431.fastq
ERR1307261 E3.52.3432.fastq
ERR1307262 E3.52.3433.fastq
ERR1307263 E3.52.3434.fastq
ERR1307264 E3.53.3435.fastq
ERR1307265 E3.53.3436.fastq
ERR1307266 E3.53.3437.fastq
ERR1307267 E3.53.3438.fastq
